"freq" "length" "sex" "age"
"1" 120.165299293991 1.52923135286434 1 15.3257290489784
"2" 36.8634126659561 1.6294221208954 0 16.3299204715045
"3" 180.78070118748 1.87802990553289 1 13.7920834838583
"4" 70.9376210042133 2.04825734328533 0 13.5996579166566
"5" 40.8389778830108 1.88321566808408 0 15.6788845409238
"6" 36.409681418044 1.46467971435303 0 13.9475128604467
"7" 20.919903692445 1.31231237483552 0 15.403658892961
"8" 67.4020754364351 2.11887569001746 0 14.7237204701357
"9" 158.091105676763 1.74509497229991 1 15.0339878076276
"10" 196.146235399341 1.93525521394265 1 14.3799010467909
"11" 306.196148980312 2.07843472476296 1 14.5210488348579
"12" 55.027488364122 1.86725486368407 0 14.283948169467
"13" 117.372354330968 1.96985732322159 1 14.6666854462445
"14" 34.3401938087261 1.66151030305639 0 13.9119500714917
"15" 131.494341464852 1.73862441316222 1 15.3010903410891
"16" 59.4844211608815 1.91652702153229 0 16.0203868856453
"17" 129.544775598349 1.46648972095967 1 14.6524346921769
"18" 35.410790704202 1.73817845579326 0 13.6228030728542
"19" 43.0796032642092 1.46643644882491 0 15.1506606870153
"20" 44.3725916951493 1.65869654682776 0 15.0339154798287
"21" 28.1321581815425 1.79100293995799 0 14.957387103863
"22" 137.826268046993 1.34712204130051 1 15.7835920156532
"23" 61.5662631878322 1.78941033017784 0 14.7881512251095
"24" 66.8609331927555 1.84676587066211 0 16.2732880733256
"25" 144.211520036317 1.77478132105367 1 13.4651157256588
"26" 31.2990218299198 1.687952689393 0 14.782903667038
"27" 95.2054347683702 1.40645761697765 1 13.6557634542554
"28" 71.4809879879038 1.35985378431477 0 15.3987615025952
"29" 139.68595712586 1.70806053824742 1 14.3437384299225
"30" 50.7389975373905 1.932980296989 0 16.1736889886271
"31" 37.8287122983365 1.49052969144175 0 15.9952441891841
"32" 52.761670577479 1.58386006150234 0 15.6939894870431
"33" 164.913907505856 1.5370037300211 1 15.9278307758888
"34" 122.433633780581 1.49572403772875 1 13.3640503502034
"35" 200.376677856756 1.49978280198321 1 15.0198609960771
"36" 39.8724089256434 1.62051523796729 0 13.7622022864577
"37" 221.022467105432 1.83881518733242 1 14.7535767977219
"38" 155.951484228167 1.80775207774468 1 14.8256645907184
"39" 58.2445005019232 1.67990647340203 0 14.4025054881974
"40" 55.4100405005571 1.61916979200784 0 14.5479577597838
"41" 187.838860821406 1.69913119280411 1 14.5698495923297
"42" 57.0899175447156 1.45670896763759 0 16.2640302265685
"43" 80.6288263117819 1.78862520278152 0 15.4614180562469
"44" 323.341559107119 1.76192517060916 1 15.1568035361521
"45" 61.0576436582207 2.00970060769979 0 15.4284785732146
"46" 161.956890799924 1.87287944680496 1 15.0097090967609
"47" 224.823589576533 1.89060253750022 1 14.1338725370684
"48" 205.266806722616 1.59462061644003 1 16.5335234812677
"49" 35.5233261306685 1.82482183516565 0 14.3340531310901
"50" 31.171207409793 1.81156117311263 0 15.3690454208822
"51" 78.2425280176427 1.85687717183588 0 14.8043907223863
"52" 116.93919871778 1.59756444077445 1 14.9198786495658
"53" 46.7892173601028 1.46441116847888 0 15.4102511959731
"54" 46.1856927206715 1.51622185469339 0 15.0987294465473
